ID,Exchange,RemoteName,CLLIcode,Description
3823,DUBOIS,TIE HACK,DUBSWYXCDS0,THCK SAI H-BRACE
3824,DUBOIS,UTZINGER,DUBSWYXCDS0,UTZR CABINET SAI
3825,DUBOIS,RED BARN LANE,DUBSWYXCDS0,REDB H-BRACE SAI
3826,DUBOIS,CROOKED CREEK,DUBSWYXCDS0,CCRK H-BRACE SAI
3827,DUBOIS,PINNACLES SUMMER,DUBSWYXCDS0,PINS SAI H-BRACE
3828,DUBOIS,CRAWFORD,DUBSWYXCDS0,CRAW PENDING H-BRACE
3829,BUFFALO,BFLO-BRRT,BFLOWYA01MD,CENTRALOFFICE-3829
3830,BUFFALO,BFLO-POP,BFLOWYA01MD,CENTRALOFFICE-3830
3831,BUFFALO,BFLO-HART,BFLOWYA01MD,CENTRALOFFICE-3831
3832,BUFFALO,BFLO-LOBN,BFLOWYA01MD,CENTRALOFFICE-3832
3833,CASPER,CSPR-POP,SHRDWYCTDS0,CENTRALOFFICE-3833
3835,POWDER RIVER,POWDER RIVER,SHSHWYXCRS1,PRRR-PRRR
3836,HILAND,HLND,SHSHWYXCRS1,HLND-HLND
4044,SUNDANCE,ALLADIN CXR,SNDNWYXCRS0,SNDN-ALDN
4045,SUNDANCE,RIFLE PIT CXR,SNDNWYXCRS0,SNDN-RFPT
4046,SUNDANCE,TALLEY CXR,SNDNWYXCRS0,SNDN-TALY
4047,SUNDANCE,NEW CASTLE CXR,SNDNWYXCRS0,SNDN-NWCL
4048,SUNDANCE,ENERGY ELECTRIC CXR,SNDNWYXCRS0,SNDN-ENGY
4049,SUNDANCE,WARREN PEAK,SNDNWYXCRS0,SNDN-WNPK
4050,SUNDANCE,FREMO HUT,SNDNWYXCRS0,SNDN-FRMO
4051,SUNDANCE,UPTON CXR,SNDNWYXCRS0,SNDN-UPTN
4052,SUNDANCE,SUNNY DIVIDE CXR,SNDNWYXCRS0,SNDN-SDVD
4053,SUNDANCE,SUNDANCE CENTRAL OFFICE,SNDNWYXCRS0,SNDN-CO
4054,SUNDANCE,VORE CXR,SNDNWYXCRS0,SNDN-VORE
4055,SUNDANCE,FOSTER HUT,SNDNWYXCRS0,SNDN-FSTR
4056,SUNDANCE,MOSKEE CXR,SNDNWYXCRS0,SNDN-MSKE
4057,SUNDANCE,COAL DIVIDE CXR,SNDNWYXCRS0,SNDN-CLDV
4058,SUNDANCE,BEULAH SOUTH,SNDNWYXCRS0,SNDN-BLHS
4059,SUNDANCE,GREEN MOUNTAIN CXR,SNDNWYXCRS0,SNDN-GRMT
4060,SUNDANCE,SUNDANCE SOUTHEAST CXR,SNDNWYXCRS0,SNDN-SDSE
4061,SUNDANCE,SUNDANCE SOUTHWEST CXR,SNDNWYXCRS0,SNDN-SDSW
4062,SUNDANCE,CROELL CABINET SITE,SNDNWYXCRS0,SNDN-CRLL
4063,SUNDANCE,GARMAN ROAD CXR,SNDNWYXCRS0,SNDN-GRMN
4064,SUNDANCE,MILLER CREEK CXR,SNDNWYXCRS0,SNDN-MLCR
4065,SUNDANCE,VISTA WEST CXR,SNDNWYXCRS0,SNDN-VSTA
4067,NEWCASTLE,WOOD,NWCSWYXCDS0,NWCS-WOOD
4069,NEWCASTLE,FRTR,NWCSWYXCDS0,NWCS-FRTR
4070,BAGGS,FOUR MILE CREEK,BGGSWYXCDS0,FOUR MILE CREEK
4071,ALZADA,MILL IRON,ALZDMTXCRS1,ALZD-MILL
4072,CLEARMONT,CLEARMONT CENTRAL OFFICE,CLMTWYXCRS1,CLMT-CO
4073,SUNDANCE,COOK LAKE,SNDNWYXCRS0,SNDN-COOK
4074,SUNDANCE,FROLANDER E3-12,SNDNWYXCRS0,SNDN-FROL
4075,SUNDANCE,SNOOKS ROAD CXR,SNDNWYXCRS0,SNDN-SNKS
4076,BAGGS,DIXON AIRPORT,BGGSWYXCDS0,DXAP H-BRACE SAI
4077,,,,
4078,CLEARMONT,TIPPERARY ROAD,CLMTWYXCRS1,CLMT-TIPP
4079,DUBOIS,CM RANCH,DUBSWYXCDS0,CMRH H-BRACE SAI
4080,CLEARMONT,CLEAR CREEK CXR,CLMTWYXCRS1,CLMT-CLCK
4081,,,,
4082,DUBOIS,LAZY L&B,DUBSWYXCDS0,LZLB H-BRACE SAI
4083,DUBOIS,DIDIER,DUBSWYXCDS0,DIDR H-BRACE SAI
4084,DUBOIS,EAST FORK,DUBSWYXCDS0,EFRK CABINET SAI
4087,DUBOIS,DUBOIS TOWN HALL,DUBSWYXCDS0,THAL CUSTOMER SAI
4089,DUBOIS,PILOT BUTTE,DUBSWYXCDS0,PTBT HUT SAI
4090,DUBOIS,RVTN-ETHT,RVTNWYBY1MD,ETHT HUT SAI
4091,DUBOIS,RVTN-FTWS,RVTNWYBY1MD,FTWS
4092,DUBOIS,DELETE APHO,RVTNWYBY1MD,DELETE EMPTY REMOTE NOT AN SAI
4094,DUBOIS,RVTN-POP,RVTNWYBY1MD,RIVERTON
4096,DUBOIS,TAYLOR CREEK,DUBSWYXCDS0,TCRK HUT SAI
4098,ARVADA,SPOTTED HORSE,ARVDWYXCRS1,ARVD-SPTH
4099,ARVADA,ARVADA EAST,ARVDWYXCRS1,ARVD-ARVE
4100,ROSEBUD,POLICH,RSBDMTXCRS1,RSBD-PLCH
4101,ROSEBUD,ASHLEY,RSBDMTXCRS1,RSBD-ASLY
4102,ROSEBUD,CARTERSVILLE CXR,RSBDMTXCRS1,RSBD-CRVL
4103,ROSEBUD,QUARTERHORSE E3-12,RSBDMTXCRS1,RSBD-QRHS
4104,ROSEBUD,LLOYD CXR,RSBDMTXCRS1,RSBD-LLYD
4105,ROSEBUD,SAND CREEK CXR,RSBDMTXCRS1,RSBD-SNCK
4106,ROSEBUD,COTTONWOOD,RSBDMTXCRS1,RSBD-CNWD
4107,SOUTH MILES CITY,LOCATE CXR,MLCYMTXCRS1,MLCY-LOCT
4110,,,,
4111,ROSEBUD,STIEGE CREEK CXR CABINET,RSBDMTXCRS1,RSBD-STCR
4112,FORSYTH,HAMMOND CABINET,FRSYMTXCDS1,FRSY-HAMM
4113,FORSYTH,FORSTYH CENTRAL OFFICE,FRSYMTXCDS1,FRSY-CO
4114,BROADUS,OLIVE,BRDSMTXBDS0,BRDS-OLIV
4115,LAMEDEER,JIMTOWN,LMDRMTXCRS1,LMDR-JIMT
4116,SOUTH BROADUS,SMITH,BRDSMTXBDS0,SBRD_SMTH
4117,SOUTH BROADUS,TERRETT BUTTE,BRDSMTXBDS0,SBRD_TERT
4118,SOUTH BROADUS,BAY HORSE ROAD,BRDSMTXBDS0,SBRD_BAYH
4119,SOUTH BROADUS,BEAR SKULL,BRDSMTXBDS0,SBRD_BRSK
4120,NORTH BROADUS,SPRING CREEK SCHOOL,BRDSMTXBDS0,NBRD-SCSL
4121,NORTH BROADUS,RUSSIANVILLE,BRDSMTXBDS0,NBRD_RSVL
4122,DUBOIS,WILDERNESS,DUBSWYXCDS0,WILD
4123,HYSHAM,SANDERS,HYSHMTXCRS1,HYSM-SNDR
4124,DECKER,ANKENY,DCKRMTXCRS1,DCKR-AKNY
4126,SUNDANCE,WATSON,SNDNWYXCRS0,SNDN-WTSN
4127,,,,
4128,SHERIDAN,SHERIDAN CO,SHRDWYCTDS0,SHRD-CO
4129,SHERIDAN,TEAL POND,SHRDWYCTDS0,SHRD-TLPD
4130,ASHLAND,HORKIN CREEK,ASLDMTXCRS1,HRCK-ASLD
4131,ASHLAND,KOLKA,ASLDMTXCRS1,ASLD-KLKA
4132,ASHLAND,HANSON,ASLDMTXCRS1,HNSN-ALSD
4133,ASHLAND,ASHLAND EAST,ASLDMTXCRS1,ASHE-ASLD
4134,HYSHAM,SANDERS CXR CABINET,HYSHMTXCRS1,HYSH-SNDR
4135,ASHLAND,ASHLAND DIVIDE,ASLDMTXCRS1,ASLD-DIVD
4136,ASHLAND,BRANDENBURG E3-12,ASLDMTXCRS1,ASLD-BRBG
4137,ASHLAND,DUNNING,ASLDMTXCRS1,ASLD-DUNN
4141,DUBOIS,TCRK,THRMWYXCRS1,Trial
4142,DUBOIS,TCRK,DUBSWYXCDS0,TCRK_RR101.102
4143,BAGGS,WEST GOLDBLOSSOM,BGGSWYXCDS0,WGBM
