ID,SAName,MapName,ServingArea,PremiseCount,CustomerCount,DSLAvailable,DSLTake,ISPTake,TVAvailable,TVTake,WorkforceArea,StructureLink,Comments
1093,SMCY,SOUTH MILES CITY,SOUTH MILES CITY CO,,,,,,,,,,
1094,MLCY-PRTC,SOUTH MILES CITY,PRAT CREEK CXR CABINET,,,,,,,,,,
1095,MLCY-NSNC,SOUTH MILES CITY,NELSON CREEK E3-12,,,,,,,,,,
1096,MLCY-CWBY,SOUTH MILES CITY,COWBOY CXR CABINET,,,,,,,,,,
1097,MLCY-THUT,SOUTH MILES CITY,T HUT,,,,,,,,,,
1099,MLCY-JCKR,SOUTH MILES CITY,JACK CREEK CXR CABINET,,,,,,,,,,
1101,MLCY-BHUT,SOUTH MILES CITY,B HUT,,,,,,,,,,
1102,GRAV,SOUTH MILES CITY,GRAVEYARD,,,,,,,,,,
1105,WRLD-SAGE,WORLAND,,,,,,,,,,,
1106,KAYC-WCSC,KAYCEE,,,,,,,,,,,
1107,DCKR-AKNY,DECKER,ANKENY - TWO E3-12'S,,,,,,,,,,
1108,CWCK,DUBOIS,DELETE CROW CREEK SAI RADIO REMOVED,,,,,,,,,,DELETE
1112,CWHT,DUBOIS,CROWHEART,,,,,,,,,,
1113,BURS,DUBOIS,BURRIS,,,,,,,,,,
1114,DNWY,DUBOIS,DINWOODY,,,,,,,,,,
1115,DNWY,DUBOIS,DINWOODY,,,,,,,,,,
1119,WIND,DUBOIS,WINDY,,,,,,,,,,
1121,TCRK,DUBOIS,TAYLOR CREEK,,,,,,,,,,
1128,DUBS,M:\DTE\Dubois.dwg,DUBOIS,,,,,,,,,,
1130,WRLD-FCNL,WORLAND,,,,,,,,,,,
1131,WGBM,BAGGS,WEST GOLDBLOSSOM,,,,,,,,,,H-BRACE
1132,GBLM,BAGGS,GOLD BLOSSOM,,,,,,,,,,
1133,GBLM,BAGGS,GOLD BLOSSOM,,,,,,,,,,
1135,GBLM,BAGGS,GOLD BLOSSOM,,,,,,,,,,
1137,WGBM,DUBOIS,WEST GOLDBLOSSOM,,,,,,,,,,H-BRACE
