ID,Exchange,RemoteName,CLLIcode,InventoryItem,Route,Size,NumDucts,SubDuct1,SubDuct2,SubDuct3,Length,ConduitType,ConduitClass,WONumber,PostingState,TaxDist,DatePlaced,DateRetired,Ducts,FCCCode,TaxID,Cost,InUse,Color,Trench,LegacyID,DrawName,Handle,Matched_Map,Matched_MapID,Matched_RecordID,CompanyCode,CompanyCodeID,WIRECENTER_Id,TaxDistrict,Name,WONum,Comment,FromJUNCTION_Id,ToJUNCTION_Id,CONDUIT,CONDUIT2,YEAR,TypeSuffix,SizeSuffix,ACADLayer,ACADBlock,ACADFileName
6382,UPTN,,,,3300,1.25,1X2,,,,6870,BFOV,,,FPA,,,,,,,,,,,51681,m:\rt\uptn\upton.dwg,12FFA,,,,RT,40865,,,,,,60118,60125,,,12,,,CONDUIT,_no_Value,UPTON
6383,KAYC,,,,5000,.75,1X1,,,,109,UD,,,FPA,,,,,,,,,,,61288,,,,,,RT,33095,,,,,,62099,,,,14,,,CONDUIT,_no_Value,KAYCEE
6384,UPTN,,,,6100,1.25,1X1,,,,262,BFOV,,,FPA,,,,,,,,,,,51408,m:\rt\mdws\MIDWEST.dwg,114884,,,,RT,40591,,,,,,60026,60027,,,12,,,CONDUIT,_no_Value,UPTON
6386,UPTN,,,,6010,1.25,1X1,,,,2604,BFOV,,,FPA,,,,,,,,,,,51467,m:\rt\uptn\upton.dwg,114D5,,,,RT,40650,,,,,,60039,60050,,,12,,,CONDUIT,_no_Value,UPTON
6387,UPTN,,,,6600,1.25,1X2,,,,748,BFOV,,,FPA,,,,,,,,,,,51711,m:\rt\uptn\upton.dwg,135C3,,,,RT,40895,,,,,,60146,60150,,,12,,,CONDUIT,_no_Value,UPTON
6388,UPTN,,,,6000,1.25,1X2,,,,12132,BFOV,,,FPA,,,,,,,,,,,51701,m:\rt\uptn\upton.dwg,1306C,,,,RT,40885,,,,,,60137,60140,,,12,,,CONDUIT,_no_Value,UPTON
6389,KAYC,,,,,,"4""BIP",,,,130,,,,FPA,,,,,,,,,,,39275,,,,,,RT,28163,,,,,,,,,,,,,CONDUIT,_no_Value,KAYCEE
6394,UPTN,,,,3000,1.25,1X2,,,,3280,BFOV,,,FPA,,,,,,,,,,,51667,m:\rt\uptn\upton.dwg,1298E,,,,RT,40851,,,,,,60117,60118,,,12,,,CONDUIT,_no_Value,UPTON
6401,UPTN,,,,6000,1.25,1X1,,,,1004,BFOV,,,FPA,,,,,,,,,,,51377,m:\rt\kayc\KAYCEE.dwg,120807,,,,RT,40560,,,,,,60008,60023,,,12,,,CONDUIT,_no_Value,UPTON
6405,UPTN,,,,1100,1.25,1X2,,,,3766,BFOV,,,FPA,,,,,,,,,,,51638,m:\rt\uptn\upton.dwg,12828,,,,RT,40822,,,,,,60105,60107,,,12,,,CONDUIT,_no_Value,UPTON
6406,UPTN,,,,6000,1.25,1X3,,,,2806,BFOV,,,FPA,,,,,,,,,,,51372,m:\rt\kayc\KAYCEE.dwg,120684,,,,RT,40555,,,,,,60021,60005,,,12,,,CONDUIT,_no_Value,UPTON
6407,UPTN,,,,6000,1.25,1X5,,,,296,BFOV,,,FPA,,,,,,,,,,,51360,m:\rt\kayc\KAYCEE.dwg,1215AB,,,,RT,40543,,,,,,,60000,,,12,,,CONDUIT,_no_Value,UPTON
6408,,,,,,3,SEB,,,,246,,,,FPA,,,,,,,,,,,66778,M:\RT\MRCR\MOORCROFT.dwg,8190F,,,,RT,,,,,,(.75)P,,,,,2016,,,CONDUIT,_no_Value,MOORCROFT
6411,UPTN,,,,9500,1.25,1X2,,,,1108,BFOV,,,FPA,,,,,,,,,,,51589,m:\rt\uptn\upton.dwg,11239,,,,RT,40772,,,,,,60093,60094,,,12,,,CONDUIT,_no_Value,UPTON
6415,UPTN,,,,6000,1.25,1X3,,,,2274,BFOV,,,FPA,,,,,,,,,,,51366,m:\rt\kayc\KAYCEE.dwg,11B67E,,,,RT,40549,,,,,,60001,60002,,,12,,,CONDUIT,_no_Value,UPTON
6418,UPTN,,,,3900,1.25,1X2,,,,8982,BFOV,,,FPA,,,,,,,,,,,51493,m:\rt\uptn\upton.dwg,127AC,,,,RT,40676,,,,,,60053,60055,,,12,,,CONDUIT,_no_Value,UPTON
6419,UPTN,,,,9000,1.25,1X2,,,,2056,BFOV,,,FPA,,,,,,,,,,,51531,m:\rt\uptn\upton.dwg,11247,,,,RT,40714,,,,,,60068,60069,,,12,,,CONDUIT,_no_Value,UPTON
6422,UPTN,,,,LC20136,.75,1X1,,,,392,UD,,,FPA,,,,,,,,,,,58176,m:\rt\uptn\upton.dwg,960B,,,,RT,31797,,,,,,,,,,13,,,CONDUIT,_no_Value,UPTON
6423,UPTN,,,,6000,1.25,1X3,,,,346,BFOV,,,FPA,,,,,,,,,,,51368,m:\rt\uptn\upton.dwg,4BF4,,,,RT,40551,,,,,,60019,60003,,,12,,,CONDUIT,_no_Value,UPTON
6425,UPTN,,,,6000,1.25,1X2,,,,5078,BFOV,,,FPA,,,,,,,,,,,51708,m:\rt\uptn\upton.dwg,135B4,,,,RT,40892,,,,,,60146,60147,,,12,,,CONDUIT,_no_Value,UPTON
6426,UPTN,,,,3000,1.25,1X3,,,,3420,BFOV,,,FPA,,,,,,,,,,,51462,m:\rt\uptn\upton.dwg,12DC5,,,,RT,40645,,,,,,60046,60045,,,12,,,CONDUIT,_no_Value,UPTON
6427,MRCR,,,,,1.25,3X1,,,,11500,UD,,,FPA,,,,,,,,,,,58762,m:\rt\mrcr\moorcroft.dwg,77B8A,,,,RT,,,,,,,48561,48570,,,0,,,CONDUIT,_no_Value,MOORCROFT
6428,,,,,,0.75,SEB,,,,626,,,,FPA,,,,,,,,,,,66783,M:\RT\MRCR\MOORCROFT.dwg,8199A,,,,RT,,,,,,,,,,,2016,,P,CONDUIT,_no_Value,MOORCROFT
6429,UPTN,,,,6100,1.25,1X2,,,,510,BFOV,,,FPA,,,,,,,,,,,51411,m:\rt\mdws\MIDWEST.dwg,1126000000,,,,RT,40594,,,,,,60029,60030,,,12,,,CONDUIT,_no_Value,UPTON
6431,UPTN,,,,,,"2""BIP",,,,61,,,,FPA,,,,,,,,,,,36305,m:\rt\uptn\upton.dwg,1E+028,,,,RT,17859,,,,,,,,,,,,,CONDUIT,_no_Value,UPTON
6433,MRCR,,,,20610,,112CONDUIT,,,,,,,,FPA,,,,,,,,,,,26627,m:\rt\mrcr\moorcroft.dwg,7DF66,,,,RT,6208,,,,,,40425,40485,,,86,,,CONDUIT,_no_Value,MOORCROFT
6434,UPTN,,,,9000,1.25,1X2,,,,3062,BFOV,,,FPA,,,,,,,,,,,51523,m:\rt\uptn\upton.dwg,114AC,,,,RT,40706,,,,,,60060,60061,,,12,,,CONDUIT,_no_Value,UPTON
6438,UPTN,,,,1100,1.25,1X2,,,,8114,BFOV,,,FPA,,,,,,,,,,,51636,m:\rt\uptn\upton.dwg,129AA,,,,RT,40820,,,,,,60104,,,,12,,,CONDUIT,_no_Value,UPTON
6439,KAYC,,,,5025,.75,1X1,,,,194,UD,,,FPA,,,,,,,,,,,61289,,,,,,RT,33095,,,,,,63740,,,,14,,,CONDUIT,_no_Value,KAYCEE
6440,MRCR,,,,,1.25,3X1,,,,16974,UD,,,FPA,,,,,,,,,,,58766,m:\rt\mrcr\moorcroft.dwg,785C5,,,,RT,13006,,,,,,48566,48561,,,0,,,CONDUIT,_no_Value,MOORCROFT
6441,UPTN,,,,6000,1.25,1X3,,,,158,BFOV,,,FPA,,,,,,,,,,,51361,m:\rt\kayc\KAYCEE.dwg,12156B,,,,RT,40544,,,,,,60000,60015,,,12,,,CONDUIT,_no_Value,UPTON
6443,UPTN,,,,,,"1PC""C"","","","",""685",,,,FPA,,,,,,,,,,,36251,m:\rt\uptn\upton.dwg,104A4,,,,RT,17799,,,,,,,,,,,,,CONDUIT,_no_Value,UPTON,,,,
6445,UPTN,,,,6750,1.25,1X1,,,,9978,BFOV,,,FPA,,,,,,,,,,,51716,m:\rt\uptn\upton.dwg,11790,,,,RT,40900,,,,,,60097,60155,,,12,,,CONDUIT,_no_Value,UPTON
6446,UPTN,,,,6100,1.25,1X2,,,,622,BFOV,,,FPA,,,,,,,,,,,51410,m:\rt\mdws\MIDWEST.dwg,11279D,,,,RT,40593,,,,,,60028,,,,12,,,CONDUIT,_no_Value,UPTON
6447,UPTN,,,,9000,1.25,1X2,,,,1674,BFOV,,,FPA,,,,,,,,,,,51538,m:\rt\uptn\upton.dwg,1123E,,,,RT,40721,,,,,,60071,60072,,,12,,,CONDUIT,_no_Value,UPTON
6448,UPTN,,,,6000,1.25,1X3,,,,504,BFOV,,,FPA,,,,,,,,,,,51362,m:\rt\kayc\KAYCEE.dwg,121400,,,,RT,40545,,,,,,60015,60016,,,12,,,CONDUIT,_no_Value,UPTON
6450,UPTN,,,,6002,1.25,1X2,,,,288,BFOV,,,FPA,,,,,,,,,,,51301,m:\rt\kayc\KAYCEE.dwg,11D662,,,,RT,40484,,,,,,59996,59997,,,12,,,CONDUIT,_no_Value,UPTON
6455,KAYC,,,,5000,11,BFC,,,,528,,,,FPA,,,,,,,,,,,39644,,,,,,RT,28575,,,,,,,,,,81,,,CONDUIT CALLOUT,_no_Value,KAYCEE
6655,BGGS,,,,L-5000,1.25,1.25,,,,436,UD,,,FPA,,,,,,,,,,,62792,M:\DTE\Baggs.dwg,2DA247,,,,DTE,,,,HWRD,,SPAN 436',64251,64238,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6656,BGGS,,,,L-9000,1.25,1.25,,,,732,UD,,,FPA,,,,,,,,,,,64058,M:\DTE\Baggs.dwg,2E02FB,,,,DTE,,,,603,,SPAN 732',64602,64605,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6657,SHLN,,,,L-70,0.75,0.75,,,,106,UD,,,FPA,,,,,,,,,,,67628,M:\DTE\Baggs.dwg,327343,,,,DTE,,,,70,,"SPAN 106'

",66226,64891,,,2017,,,CONDUIT FILLED,_no_Value,BAGGS
6659,BGGS,,,,L-7000,1.25,1.25,,,,834,UD,,,FPA,,,,,,,,,,,63898,M:\DTE\Baggs.dwg,2DED9E,,,,DTE,,,,MLES,,SPAN 834',23141,23140,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6660,BGGS,,,,L-3000,1.25,1.25,,,,368,UD,,,FPA,,,,,,,,,,,61795,M:\DTE\Baggs.dwg,2D42F5,,,,DTE,,,,NRTH,,SPAN 368',64013,64015,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6661,BGGS,,,,L-7010,1.25,1.25,,,,380,UD,,,FPA,,,,,,,,,,,63929,M:\DTE\Baggs.dwg,2DF0F5,,,,DTE,,,,MLES,,SPAN 380',23143,64544,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6662,BGGS,,,,,0.75,0.75,,,,310,UD,,,FPA,,,,,,,,,,,68338,M:\DTE\Baggs.dwg,331FFA,,,,DTE,,,,70,,,64316,66264,,,2017,,,CONDUIT FILLED,_no_Value,BAGGS
6663,BGGS,,,,L-9000,1.25,1.25,,,,318,UD,,,FPA,,,,,,,,,,,66229,M:\DTE\Baggs.dwg,31675E,,,,DTE,,,,603,,SPAN 318',64606,64611,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6664,BGGS,,,,L-3010,0.75,0.75,,,,144,UD,,,FPA,,,,,,,,,,,61996,M:\DTE\Baggs.dwg,2D6EAF,,,,DTE,,,,OSBN,,SPAN 144',64042,64098,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6665,BGGS,,,,L-3020,0.75,0.75,,,,124,UD,,,FPA,,,,,,,,,,,62305,M:\DTE\Baggs.dwg,2D826E,,,,DTE,,,,SPRC,,SPAN 124',64132,64139,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6666,BGGS,,,,L-3000,0.75,0.75,,,,254,UD,,,FPA,,,,,,,,,,,61782,M:\DTE\Baggs.dwg,2D415D,,,,DTE,,,,2ND,,SPAN 254',64007,64008,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6667,BGGS,,,,L-9000,1.25,1.25,,,,338,UD,,,FPA,,,,,,,,,,,63992,M:\DTE\Baggs.dwg,2DFB30,,,,DTE,,,,JBEN,,SPAN 338',64549,64559,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6668,BGGS,,,,L-5000,0.75,0.75,,,,70,UD,,,FPA,,,,,,,,,,,62757,M:\DTE\Baggs.dwg,2D9BB7,,,,DTE,,,,HWRD,,SPAN 70',64237,64239,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6669,BGGS,,,,L-7020,0.75,0.75,,,,336,UD,,,FPA,,,,,,,,,,,65721,M:\DTE\Baggs.dwg,2F4804,,,,DTE,,,,MLES,,SPAN 336',64545,21775,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6671,BGGS,,,,L-5000,0.75,0.75,,,,117,UD,,,FPA,,,,,,,,,,,65639,M:\DTE\Baggs.dwg,2F40A5,,,,DTE,,,,MGOR,,SPAN 117',64230,65420,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6672,BGGS,,,,L-1000,31,31,,,,26,UD,,,FPA,,,,,,,,,,,61425,M:\DTE\Baggs.dwg,2CDCB7,,,,DTE,,,,MGOR,,SPAN 26 ?,63781,21028,,,,,,CONDUIT VACANT,_no_Value,BAGGS
6673,PNBT,,,,L-702,1.25,1.25,,,,514,UD,,,FPA,,,,,,,,,,,67449,M:\DTE\Baggs.dwg,3274F1,,,,DTE,,,,789,,SPAN 514',66204,23661,,,2017,,,CONDUIT VACANT,_no_Value,BAGGS
6674,BGGS,,,,L-3000,0.75,0.75,,,,94,UD,,,FPA,,,,,,,,,,,61534,M:\DTE\Baggs.dwg,2D08DF,,,,DTE,,,,PLND,,SPAN 94',63842,63844,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6675,BGGS,,,,,11.25,I,,,,310,,,,FPA,,,,,,,,,,,20932,M:\DTE\Baggs.dwg,140EA6,,,,DTE,2695,,CRB 105,789,80432,,,,,,,,,CONDUIT FILLED,_no_Value,BAGGS
6676,BGGS,,,,L-3020,0.75,0.75,,,,42,UD,,,FPA,,,,,,,,,,,62160,M:\DTE\Baggs.dwg,2D7337,,,,DTE,,,,MKER,,SPAN 42',64109,64110,,,2015,,,CONDUIT,_no_Value,BAGGS
6677,BGGS,,,,L-7000,1.25,1.25,,,,144,UD,,,FPA,,,,,,,,,,,63601,M:\DTE\Baggs.dwg,2DD4ED,,,,DTE,,,,MLES,,SPAN 144',64481,23149,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6678,BGGS,,,,L-1000,4,4,,,,24,UD,,,FPA,,,,,,,,,,,61424,M:\DTE\Baggs.dwg,2CDCB6,,,,DTE,,,,MGOR,,SPAN 24.',63781,21028,,,,,,CONDUIT VACANT,_no_Value,BAGGS
6679,SHLN,,,,L-70,1.25,1.25,,,,194,UD,,,FPA,,,,,,,,,,,67558,M:\DTE\Baggs.dwg,327FF0,,,,DTE,,,,70,,SPAN 194',66224,66221,,,2017,,,CONDUIT VACANT,_no_Value,BAGGS
6680,BGGS,,,,L-1200,1.25,1.25,,,,144,UD,,,FPA,,,,,,,,,,,61427,M:\DTE\Baggs.dwg,2CF4DA,,,,DTE,,,,PLND,,SPAN 144',23139,63808,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6681,BGGS,,,,L-9010,0.75,0.75,,,,72,UD,,,FPA,,,,,,,,,,,64113,M:\DTE\Baggs.dwg,2FCB23,,,,DTE,,,,JBEN,,SPAN 72',64615,64619,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6683,BGGS,,,,L-9000,1.25,1.25,,,,130,UD,,,FPA,,,,,,,,,,,66216,M:\DTE\Baggs.dwg,316901,,,,DTE,,,,JBEN,,SPAN 130',64547,64548,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6684,SAVR,,,,L-1000,11.25,I,,,,3708,,,,FPA,,,,,,,,,,,65366,M:\DTE\Baggs.dwg,2F6DFD,,,,DTE,,,,561N,,SPAN 3708',65346,65347,,,2015,,,CONDUIT VACANT,_no_Value,BAGGS
6685,BGGS,,,,L-5600,0.75,0.75,,,,26,UD,,,FPA,,,,,,,,,,,63448,M:\DTE\Baggs.dwg,2DCA84,,,,DTE,,,,HMBD,,SPAN 26',64440,64447,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6687,BGGS,,,,L-3000,0.75,0.75,,,,48,UD,,,FPA,,,,,,,,,,,61843,M:\DTE\Baggs.dwg,2D4D1A,,,,DTE,,,,NRTH,,SPAN 48',64038,64039,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6688,BGGS,,,,L-5000,1.25,1.25,,,,248,UD,,,FPA,,,,,,,,,,,66189,M:\DTE\Baggs.dwg,31568F,,,,DTE,,,,,,SPAN 248',64229,64230,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6689,BGGS,,,,L-9110,1.25,1.25,,,,114,UD,,,FPA,,,,,,,,,,,64605,M:\DTE\Baggs.dwg,2E8F11,,,,DTE,,,,JBEN,,SPAN 114',64918,64919,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6690,BGGS,,,,L-3050,0.75,0.75,,,,92,UD,,,FPA,,,,,,,,,,,62690,M:\DTE\Baggs.dwg,2D94DD,,,,DTE,,,,RVVW,,SPAN 92',64224,64226,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6691,BGGS,,,,L-1200,0.75,0.75,,,,80,UD,,,FPA,,,,,,,,,,,61446,M:\DTE\Baggs.dwg,2CF5C7,,,,DTE,,,,PLND,,SPAN 80',63808,63819,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6692,BGGS,,,,L-9100,1.25,1.25,,,,152,UD,,,FPA,,,,,,,,,,,66233,M:\DTE\Baggs.dwg,31677D,,,,DTE,,,,NRTH,,SPAN 152',64897,64900,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6694,BGGS,,,,L-9015,1.25,1.25,,,,168,UD,,,FPA,,,,,,,,,,,64133,M:\DTE\Baggs.dwg,2E10C1,,,,DTE,,,,MLES,,SPAN 168',64622,64623,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6695,BGGS,,,,,11.25,I,,,,670,,,,FPA,,,,,,,,,,,20764,M:\DTE\Baggs.dwg,1258DD,,,,DTE,2517,,CRB 105,BTLN,80134,,22531,22532,,,,,,CONDUIT FILLED,_no_Value,BAGGS
6696,BGGS,,,,L-5000,0.75,0.75,,,,154,UD,,,FPA,,,,,,,,,,,63023,M:\DTE\Baggs.dwg,2DAB98,,,,DTE,,,,HWRD,,SPAN 154',64306,64314,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6697,BGGS,,,,L-3000,1.25,1.25,,,,406,UD,,,FPA,,,,,,,,,,,61548,M:\DTE\Baggs.dwg,2D08B3,,,,DTE,,,,PLND,,SPAN 406',63842,63852,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6698,BGGS,,,,L-5600,1.25,1.25,,,,116,UD,,,FPA,,,,,,,,,,,63420,M:\DTE\Baggs.dwg,2DC7FB,,,,DTE,,,,HMBD,,SPAN 116',64441,64442,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6699,SLTR,,,,,11.25,UO,,,,2804,,,,FPA,,,,,,,,,,,22432,M:\DTE\Baggs.dwg,2AB824,,,,DTE,4233,,MOF II,1,101163,,23790,23789,,,2012,,,CONDUIT FILLED,_no_Value,BAGGS
6700,BGGS,,,,L-5000,1.25,1.25,,,,386,UD,,,FPA,,,,,,,,,,,62747,M:\DTE\Baggs.dwg,2D9B95,,,,DTE,,,,HWRD,,SPAN 386',64237,64238,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6701,BGGS,,,,L-9110,0.75,0.75,,,,98,UD,,,FPA,,,,,,,,,,,64557,M:\DTE\Baggs.dwg,2E938A,,,,DTE,,,,JBEN,,SPAN 98',64915,64924,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6702,SHLN,,,,L-70,1.25,1.25,,,,1746,UD,,,FPA,,,,,,,,,,,67511,M:\DTE\Baggs.dwg,327FEB,,,,DTE,,,,70,,SPAN 1746',66213,66205,,,2017,,,CONDUIT FILLED,_no_Value,BAGGS
6703,BGGS,,,,L-7000,0.75,0.75,,,,168,UD,,,FPA,,,,,,,,,,,63699,M:\DTE\Baggs.dwg,2DE0B7,,,,DTE,,,,MLES,,SPAN 168',64497,64502,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6704,BGGS,,,,L-5000,1.25,1.25,,,,284,UD,,,FPA,,,,,,,,,,,62949,M:\DTE\Baggs.dwg,2DA372,,,,DTE,,,,HWRD,,SPAN 284',64253,64305,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6705,BGGS,,,,L-9110,0.75,0.75,,,,68,UD,,,FPA,,,,,,,,,,,64548,M:\DTE\Baggs.dwg,2E938E,,,,DTE,,,,JBEN,,SPAN 68',64915,64926,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6706,BGGS,,,,L-3000,0.75,0.75,,,,100,UD,,,FPA,,,,,,,,,,,61529,M:\DTE\Baggs.dwg,2D08DD,,,,DTE,,,,PLND,,SPAN 100',63842,63843,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6707,BGGS,,,,L-3040,0.75,0.75,,,,220,UD,,,FPA,,,,,,,,,,,62668,M:\DTE\Baggs.dwg,2D9348,,,,DTE,,,,RVVW,,SPAN 220',64219,64220,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6708,BGGS,,,,L-3020,1.25,1.25,,,,158,UD,,,FPA,,,,,,,,,,,62293,M:\DTE\Baggs.dwg,2D784B,,,,DTE,,,,SPRC,,SPAN 158',64131,64132,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6710,BGGS,,,,L-1000,0.75,0.75,,,,176,UD,,,FPA,,,,,,,,,,,61409,M:\DTE\Baggs.dwg,2CE4C7,,,,DTE,,,,MGOR,,SPAN 176',63779,63800,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6711,BGGS,,,,L-3040,1.25,1.25,,,,264,UD,,,FPA,,,,,,,,,,,62646,M:\DTE\Baggs.dwg,2D8DD4,,,,DTE,,,,BSKN,,SPAN 264',64214,64215,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6712,BGGS,,,,L-7000,1.25,1.25,,,,116,UD,,,FPA,,,,,,,,,,,63595,M:\DTE\Baggs.dwg,2DD2B6,,,,DTE,,,,MLES,,SPAN 116',64477,64480,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6713,BGGS,,,,L-9020,1.25,1.25,,,,668,UD,,,FPA,,,,,,,,,,,65744,M:\DTE\Baggs.dwg,2F3FD3,,,,DTE,,,,603,,SPAN 668',64600,65438,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6715,BGGS,,,,L-1000,0.75,0.75,,,,116,UD,,,FPA,,,,,,,,,,,61385,M:\DTE\Baggs.dwg,2CEB17,,,,DTE,,,,MGOR,,SPAN 116',63780,63794,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6717,BGGS,,,,L-3040,0.75,0.75,,,,114,UD,,,FPA,,,,,,,,,,,62672,M:\DTE\Baggs.dwg,2D93A0,,,,DTE,,,,RVVW,,SPAN 114',64221,64222,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6718,BGGS,,,,L-3000,0.75,0.75,,,,114,UD,,,FPA,,,,,,,,,,,61835,M:\DTE\Baggs.dwg,2D4A61,,,,DTE,,,,NRTH,,SPAN 114',64031,64036,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6719,BGGS,,,,L-7020,0.75,0.75,,,,96,UD,,,FPA,,,,,,,,,,,65725,M:\DTE\Baggs.dwg,2F494D,,,,DTE,,,,MLES,,SPAN 96',64545,21776,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6720,BGGS,,,,L-5600,0.75,0.75,,,,54,UD,,,FPA,,,,,,,,,,,63452,M:\DTE\Baggs.dwg,2DCAA5,,,,DTE,,,,HMBD,,SPAN 54',64441,64448,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6722,PNBT,,,,L-702,1.25,1.25,,,,380,UD,,,FPA,,,,,,,,,,,67473,M:\DTE\Baggs.dwg,3272F4,,,,DTE,,,,700,,SPAN 380',66103,66207,,,2017,,,CONDUIT VACANT,_no_Value,BAGGS
6723,BGGS,,,,L-5200,0.75,0.75,,,,256,UD,,,FPA,,,,,,,,,,,63216,M:\DTE\Baggs.dwg,2DBA33,,,,DTE,,,,WHPW,,SPAN 256',64362,64394,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6724,SHLN,,,,L-70,0.75,0.75,,,,28,UD,,,FPA,,,,,,,,,,,67646,M:\DTE\Baggs.dwg,327361,,,,DTE,,,,70,,SPAN 28',66228,21150,,,2017,,,CONDUIT FILLED,_no_Value,BAGGS
6725,SAVR,,,,L-1000,11.25,I,,,,382,,,,FPA,,,,,,,,,,,65428,M:\DTE\Baggs.dwg,2F783E,,,,DTE,,,,754,,SPAN 382',65358,65359,,,2015,,,CONDUIT VACANT,_no_Value,BAGGS
6727,BGGS,,,,L-7000,1.25,1.25,,,,140,UD,,,FPA,,,,,,,,,,,63873,M:\DTE\Baggs.dwg,2DE9FB,,,,DTE,,,,MLES,,SPAN 140',64535,23150,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6728,BGGS,,,,L-9200,0.75,0.75,,,,136,UD,,,FPA,,,,,,,,,,,65863,M:\DTE\Baggs.dwg,2F2EB2,,,,DTE,,,,CDAR,,SPAN 136',64985,65464,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6729,BGGS,,,,L-9130,0.75,0.75,,,,538,UD,,,FPA,,,,,,,,,,,64719,M:\DTE\Baggs.dwg,2EB7ED,,,,DTE,,,,LCST,,SPAN 538',64978,64981,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6730,BGGS,,,,L-9000,0.75,0.75,,,,72,UD,,,FPA,,,,,,,,,,,65575,M:\DTE\Baggs.dwg,2F4812,,,,DTE,,,,JBEN,,SPAN 72',64549,65408,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6731,SHLN,,,,L-722,1.25,1.25,,,,942,UD,,,FPA,,,,,,,,,,,67656,M:\DTE\Baggs.dwg,327352,,,,DTE,,,,722,,SPAN 942',66215,66214,,,2017,,,CONDUIT FILLED,_no_Value,BAGGS
6732,BGGS,,,,L-9020,0.75,0.75,,,,314,UD,,,FPA,,,,,,,,,,,65756,M:\DTE\Baggs.dwg,2F400A,,,,DTE,,,,603,,SPAN 314',65439,65441,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6733,SAVR,,,,L-1040,0.75,I,,,,42,,,,FPA,,,,,,,,,,,65486,M:\DTE\Baggs.dwg,2FA0BC,,,,DTE,,,,561N,,SPAN 42',65361,63674,,,2015,,,CONDUIT VACANT,_no_Value,BAGGS
6734,BGGS,,,,,11.25,I,,,,232,,,,FPA,,,,,,,,,,,20766,M:\DTE\Baggs.dwg,12580000000,,,,DTE,2519,,CRB 105,LESA,80134,,22523,22521,,,,,,CONDUIT FILLED,_no_Value,BAGGS
6735,BGGS,,,,L-9200,0.75,0.75,,,,76,UD,,,FPA,,,,,,,,,,,65851,M:\DTE\Baggs.dwg,2F2EB4,,,,DTE,,,,CDAR,,SPAN 76',64988,63678,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
6736,BGGS,,,,L-9230,0.75,0.75,,,,34,UD,,,FPA,,,,,,,,,,,66032,M:\DTE\Baggs.dwg,2F4926,,,,DTE,,,,CDAR,,SPAN 34',65487,65498,,,2015,,,CONDUIT FILLED,_no_Value,BAGGS
