ID,Exchange,RemoteName,CLLIcode,InventoryItem,Route,Size,NumDucts,SubDuct1,SubDuct2,SubDuct3,Length,ConduitType,ConduitClass,WONumber,PostingState,TaxDist,DatePlaced,DateRetired,Ducts,FCCCode,TaxID,Cost,InUse,Color,Trench,LegacyID,DrawName,Handle,Matched_Map,Matched_MapID,Matched_RecordID,CompanyCode,CompanyCodeID,WIRECENTER_Id,TaxDistrict,Name,WONum,Comment,FromJUNCTION_Id,ToJUNCTION_Id,CONDUIT,CONDUIT2,YEAR,TypeSuffix,SizeSuffix,ACADLayer,ACADBlock,ACADFileName
7783,,,,,,0.75,SEB,,,,142,,,,FPA,,,,,,,,,,,66876,M:\RT\NWCS\NEWCASTLE.dwg,34719,,,,RT,,,,,,(.75)P,,,,,2016,,,CONDUIT,_no_Value,NEWCASTLE
7784,NWCS,,,,6300,1.25,1X2,,,,186,BFOV,,,FPA,,,,,,,,,,,59973,m:\rt\nwcs\newcastle.dwg,236C9,,,,RT,,,,,,,63412,63413,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7787,NWCS,,,,6500,1.25,1X2,,,,376,BFOV,,,FPA,,,,,,,,,,,60014,m:\rt\nwcs\newcastle.dwg,24528,,,,RT,,,,,,,63422,63423,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7790,NWCS,,,,3460,1.25,1X2,,,,456,BFOV,,,FPA,,,,,,,,,,,59721,m:\rt\mdws\MIDWEST.dwg,112AFA,,,,RT,,,,,,,63313,63338,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7792,NWCS,,,,3500,1.25,1X2,,,,154,BFOV,,,FPA,,,,,,,,,,,59741,m:\rt\nwcs\newcastle.dwg,B3F8,,,,RT,,,,,,,63346,63347,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7793,NWCS,,,,,1.5,I1X1,,,,242,UD,,,FPA,,,,,,,,,,,32459,m:\rt\nwcs\newcastle.dwg,934F,,,,RT,13562,,,,,,,,,,,,,CONDUIT,_no_Value,NEWCASTLE
7794,NWCS,,,,3000,1.25,1X3,,,,1438,BFOV,,,FPA,,,,,,,,,,,51920,m:\rt\nwcs\newcastle.dwg,2447A,,,,RT,,,,,,,60199,60196,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7795,NWCS,,,,1100,1.25,1X1,,,,702,BFOV,,,FPA,,,,,,,,,,,51196,m:\rt\nwcs\newcastle.dwg,8481,,,,RT,40378,,,,,,59954,59955,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7797,HLTT,,,,HULETT WEST,1.25,1X3,,,,130,BFOV,,,FPA,,,,,,,,,,,61220,m:\rt\hltt\hulett.dwg,F08C,,,,RT,,,,,,,63569,63568,,,15,,,CONDUIT,_no_Value,HULETT
7798,HLTT,,,,HULETT WEST,1.25,1X3,,,,1154,BFOV,,,FPA,,,,,,,,,,,61222,m:\rt\hltt\hulett.dwg,F083,,,,RT,,,,,,,63569,63583,,,15,,,CONDUIT,_no_Value,HULETT
7799,NWCS,,,,1000,1.25,1X3,,,,8476,BFOV,,,FPA,,,,,,,,,,,52004,m:\rt\nwcs\newcastle.dwg,BC4B,,,,RT,,,,,,,60274,60275,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7800,NWCS,,,,6100,1.25,1X2,,,,542,BFOV,,,FPA,,,,,,,,,,,52022,m:\rt\nwcs\newcastle.dwg,BD50,,,,RT,,,,,,,60297,60298,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7802,NWCS,,,,3400,1.25,1X3,,,,324,BFOV,,,FPA,,,,,,,,,,,59629,m:\rt\nwcs\newcastle.dwg,B425,,,,RT,,,,,,,63304,63295,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7805,NWCS,,,,RL123/LC12300,1.25,1X2,,,,1746,UD,,,FPA,,,,,,,,,,,61303,m:\rt\nwcs\newcastle.dwg,2BDEC,,,,RT,,,,,,,63753,63754,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7806,NWCS,,,,3460,1.25,1X2,,,,316,BFOV,,,FPA,,,,,,,,,,,59720,m:\rt\mdws\MIDWEST.dwg,112AFC,,,,RT,,,,,,,63338,63337,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7809,HLTT,,,,HULETT WEST,1.25,1X3,,,,652,BFOV,,,FPA,,,,,,,,,,,61225,m:\rt\hltt\hulett.dwg,BBF3,,,,RT,,,,,,,63570,63571,,,15,,,CONDUIT,_no_Value,HULETT
7813,HLTT,,,,HULETT WEST,1.25,1X3,,,,900,BFOV,,,FPA,,,,,,,,,,,61223,m:\rt\hltt\hulett.dwg,BBDF,,,,RT,,,,,,,63583,63585,,,15,,,CONDUIT,_no_Value,HULETT
7814,HLTT,,,,,1.25,2X1,,,,3280,UD,,,FPA,,,,,,,,,,,58064,m:\rt\mdws\MIDWEST.dwg,114040,,,,RT,8959,,18-0100,,,,62157,62159,,,2014,,,CONDUIT,_no_Value,HULETT
7815,NWCS,,,,6300,1.25,1X2,,,,778,BFOV,,,FPA,,,,,,,,,,,59969,m:\rt\nwcs\newcastle.dwg,236BE,,,,RT,,,,,,,63408,63409,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7816,NWCS,,,,RL1/LC00100,1.5,I1X1,,,,106,UD,,,FPA,,,,,,,,,,,34494,m:\rt\nwcs\newcastle.dwg,8F18,,,,RT,15825,,,,,,,,,,,,,CONDUIT,_no_Value,NEWCASTLE
7818,NWCS,,,,6700,1.25,1X2,,,,190,BFOV,,,FPA,,,,,,,,,,,60162,m:\rt\nwcs\newcastle.dwg,24A0F,,,,RT,,,,,,,63369,63451,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7820,NWCS,,,,6000,1.25,1X2,,,,950,BFOV,,,FPA,,,,,,,,,,,59833,m:\rt\nwcs\newcastle.dwg,282CA,,,,RT,,,,,,,63379,63381,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7821,NWCS,,,,1000,1.25,1X2,,,,288,BFOV,,,FPA,,,,,,,,,,,51915,m:\rt\nwcs\newcastle.dwg,1CC10,,,,RT,,,,,,,60193,60194,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7823,NWCS,,,,3000,1.25,1X4,,,,150,BFOV,,,FPA,,,,,,,,,,,51229,m:\rt\nwcs\newcastle.dwg,9F04,,,,RT,40411,,,,,EXISTING,59962,59988,,,,,,CONDUIT,_no_Value,NEWCASTLE
7826,NWCS,,,,9040,1.25,1X2,,,,384,BFOV,,,FPA,,,,,,,,,,,51981,m:\rt\nwcs\newcastle.dwg,281C6,,,,RT,,,,,,,60251,60252,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7827,NWCS,,,,7000,1.25,1X4,,,,792,BFOV,,,FPA,,,,,,,,,,,51264,m:\rt\nwcs\newcastle.dwg,9F29,,,,RT,40446,,,,,,59988,59972,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7829,NWCS,,,,5000,1.25,1X3,,,,684,UD,,,FPA,,,,,,,,,,,51895,m:\rt\nwcs\newcastle.dwg,1A018,,,,RT,,,,,,,43706,43707,,,,V,,CONDUIT,_no_Value,NEWCASTLE
7830,HLTT,,,,HULETT SOUTH,1.25,1X3,,,,494,BFOV,,,FPA,,,,,,,,,,,61214,m:\rt\hltt\hulett.dwg,F071,,,,RT,,,,,,,63561,63562,,,15,,,CONDUIT,_no_Value,HULETT
7831,NWCS,,,,3000,1.25,1X6,,,,556,BFOV,,,FPA,,,,,,,,,,,51917,m:\rt\nwcs\newcastle.dwg,234F5,,,,RT,,,,,,,60157,60307,,,,,,CONDUIT,_no_Value,NEWCASTLE
7834,NWCS,,,,3435,1.25,1X2,,,,810,BFOV,,,FPA,,,,,,,,,,,59694,m:\rt\nwcs\newcastle.dwg,1C229,,,,RT,,,,,,,63328,63330,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7835,NWCS,,,,,,20'I,,,,,UD,,,FPA,,,,,,,,,,,35484,m:\rt\nwcs\newcastle.dwg,2B15B,,,,RT,16822,,,,,,,,,,,,,CONDUIT,_no_Value,NEWCASTLE
7836,NWCS,,,,3000,1.25,1X3,,,,238,BFOV,,,FPA,,,,,,,,,,,51918,m:\rt\nwcs\newcastle.dwg,23400000000,,,,RT,,,,,,,60307,60308,,,,,,CONDUIT,_no_Value,NEWCASTLE
7837,NWCS,,,,9100,1.25,1X2,,,,2432,BFOV,,,FPA,,,,,,,,,,,51988,m:\rt\nwcs\newcastle.dwg,2663F,,,,RT,,,,,,,60258,60259,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7838,NWCS,,,,9200,1.25,1X2,,,,716,BFOV,,,FPA,,,,,,,,,,,51970,m:\rt\nwcs\newcastle.dwg,26564,,,,RT,,,,,,,60242,60243,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7841,NWCS,,,,RL1/LC00100,1.25,I1X1,,,,170,UD,,,FPA,,,,,,,,,,,34199,m:\rt\nwcs\newcastle.dwg,5823,,,,RT,15513,,,,,,44265,,,,,,,CONDUIT,_no_Value,NEWCASTLE
7842,NWCS,,,,1160,1.25,1X1,,,,1662,BFOV,,,FPA,,,,,,,,,,,51202,m:\rt\kayc\KAYCEE.dwg,11D784,,,,RT,40384,,,,,,59954,59961,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7843,NWCS,,,,6300,1.25,1X2,,,,392,BFOV,,,FPA,,,,,,,,,,,59968,m:\rt\nwcs\newcastle.dwg,236BD,,,,RT,,,,,,,63352,63408,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7844,NWCS,,,,3400,1.25,1X2,,,,1458,BFOV,,,FPA,,,,,,,,,,,51252,m:\rt\nwcs\newcastle.dwg,9F15,,,,RT,40434,,,,,,59965,59970,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7846,NWCS,,,,3300,1.25,1X3,,,,1700,BFOV,,,FPA,,,,,,,,,,,51926,m:\rt\nwcs\newcastle.dwg,1CC02,,,,RT,,,,,,,60202,60203,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7847,NWCS,,,,1000,1.25,1X2,,,,704,BFOV,,,FPA,,,,,,,,,,,51137,m:\rt\nwcs\newcastle.dwg,5CE1,,,,RT,40319,,,,,,59937,59938,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7848,NWCS,,,,6000,1.25,1X3,,,,482,BFOV,,,FPA,,,,,,,,,,,59804,m:\rt\nwcs\newcastle.dwg,23AD5,,,,RT,,,,,,,60308,63387,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7853,NWCS,,,,9200,1.25,1X2,,,,610,BFOV,,,FPA,,,,,,,,,,,51969,m:\rt\nwcs\newcastle.dwg,26565,,,,RT,,,,,,,60245,60242,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7854,NWCS,,,,3000,1.25,1X3,,,,2070,BFOV,,,FPA,,,,,,,,,,,51230,m:\rt\nwcs\newcastle.dwg,9F1B,,,,RT,40412,,,,,,59988,59963,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7855,NWCS,,,,6530,1.25,1X2,,,,132,BFOV,,,FPA,,,,,,,,,,,60091,m:\rt\nwcs\newcastle.dwg,24648,,,,RT,,,,,,,63435,63436,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7856,NWCS,,,,1020,1.25,1X1,,,,1200,BFOV,,,FPA,,,,,,,,,,,51170,m:\rt\nwcs\newcastle.dwg,8495,,,,RT,40352,,,,,EX. DUCT,59942,59943,,,,,,CONDUIT,_no_Value,NEWCASTLE
7857,NWCS,,,,9000,1.25,1X3,,,,1344,BFOV,,,FPA,,,,,,,,,,,51966,m:\rt\nwcs\newcastle.dwg,281B4,,,,RT,,,,,,,60159,60277,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7858,NWCS,,,,6000,1.25,1X3,,,,916,BFOV,,,FPA,,,,,,,,,,,52016,m:\rt\nwcs\newcastle.dwg,BD75,,,,RT,,,,,,,60292,60291,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7860,NWCS,,,,9050,1.25,1X2,,,,194,BFOV,,,FPA,,,,,,,,,,,51903,m:\rt\nwcs\newcastle.dwg,234F7,,,,RT,,,,,,,60183,60184,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7861,NWCS,,,,,1.25,1X3,,,,916,BFOV,,,FPA,,,,,,,,,,,70175,M:\RT\NWCS\NEWCASTLE.dwg,E72E5,,,,RT,,,,,,"PL. INSIDE EXIST
4"" DUCT WITH BFO288I '18",43942,43940,,,2018,,,CONDUIT,_no_Value,NEWCASTLE
7863,NWCS,,,,1000,1.25,1X2,,,,1448,BFOV,,,FPA,,,,,,,,,,,59498,m:\rt\nwcs\newcastle.dwg,79EC,,,,RT,,,,,,,63239,63240,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7865,HLTT,,,,HULETT SOUTH,1.25,1X2,,,,106,BFOV,,,FPA,,,,,,,,,,,61215,m:\rt\hltt\hulett.dwg,F0B1,,,,RT,,,,,,,63562,63563,,,15,,,CONDUIT,_no_Value,HULETT
7867,NWCS,,,,1000,1.25,1X2,,,,738,BFOV,,,FPA,,,,,,,,,,,51135,m:\rt\nwcs\newcastle.dwg,5CE3,,,,RT,40317,,,,,,59935,59936,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7869,NWCS,,,,6000,1.25,1X3,,,,114,BFOV,,,FPA,,,,,,,,,,,59807,m:\rt\nwcs\newcastle.dwg,23600,,,,RT,,,,,,,63355,63356,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7870,NWCS,,,,9040,1.25,1X2,,,,420,BFOV,,,FPA,,,,,,,,,,,51980,m:\rt\nwcs\newcastle.dwg,281C9,,,,RT,,,,,,,60249,60251,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7872,NWCS,,,,3400,1.25,1X3,,,,428,BFOV,,,FPA,,,,,,,,,,,59640,m:\rt\nwcs\newcastle.dwg,AC8B,,,,RT,,,,,,,63313,63314,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7873,NWCS,,,,6100,1.25,1X2,,,,1100,BFOV,,,FPA,,,,,,,,,,,52023,m:\rt\nwcs\newcastle.dwg,BD51,,,,RT,,,,,,,60298,60299,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7876,NWCS,,,,6500,1.25,1X2,,,,288,BFOV,,,FPA,,,,,,,,,,,60016,m:\rt\nwcs\newcastle.dwg,24576,,,,RT,,,,,,,63424,63425,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7880,NWCS,,,,1100,1.25,1X3,,,,2208,BFOV,,,FPA,,,,,,,,,,,51189,m:\rt\mdws\MIDWEST.dwg,1235EC,,,,RT,40371,,,,,,59928,59948,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7881,NWCS,,,,,4,1,,,,40,,,,FPA,,,,,,,,,,,34702,m:\rt\nwcs\newcastle.dwg,29089,,,,RT,16038,,,,,,,,,,84,,DUCT,CONDUIT,_no_Value,NEWCASTLE
7882,NWCS,,,,,4,DUCT1X1,,,,60,,,,FPA,,,,,,,,,,,33400,m:\rt\nwcs\newcastle.dwg,20534,,,,RT,14535,,,,,,,,,,,,,CONDUIT,_no_Value,NEWCASTLE
7884,NWCS,,,,,1.25,1X3,,,,6028,BFOV,,,FPA,,,,,,,,,,,51267,m:\rt\nwcs\newcastle.dwg,9F1D,,,,RT,40449,,,,,,59974,59975,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7885,NWCS,,,,6500,1.25,1X2,,,,120,BFOV,,,FPA,,,,,,,,,,,60015,m:\rt\nwcs\newcastle.dwg,24527,,,,RT,,,,,,,63423,63424,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7886,NWCS,,,,5000,1.25,1X3,,,,702,UD,,,FPA,,,,,,,,,,,51894,m:\rt\nwcs\newcastle.dwg,1BBD9,,,,RT,,,,,,,43696,43706,,,,V,,CONDUIT,_no_Value,NEWCASTLE
7887,NWCS,,,,1030,1.25,1X1,,,,1142,BFOV,,,FPA,,,,,,,,,,,51171,m:\rt\nwcs\newcastle.dwg,848F,,,,RT,40353,,,,,,59927,59944,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7889,RLRD,,,,,1.25,1X3,,,,10,BFOV,,,FPA,,,,,,,,,,,71398,M:\RT\NWCS\NEWCASTLE.dwg,EA541,,,,RT,,,,STUB,,,67823,,,,2018,,,CONDUIT,_no_Value,NEWCASTLE
7890,HLTT,,,,,1.25,1X1,,,,5096,UD,,,FPA,,,,,,,,,,,61181,m:\rt\hltt\hulett.dwg,FC2C,,,,RT,4099,,,,,,39322,39191,,,14,,,CONDUIT,_no_Value,HULETT
7891,NWCS,,,,3500,1.25,1X2,,,,976,BFOV,,,FPA,,,,,,,,,,,59737,m:\rt\nwcs\newcastle.dwg,1C209,,,,RT,,,,,,,63342,63343,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7892,NWCS,,,,6520,1.25,1X2,,,,256,BFOV,,,FPA,,,,,,,,,,,60065,m:\rt\nwcs\newcastle.dwg,23665,,,,RT,,,,,,,63431,63432,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7893,NWCS,,,,1000,1.25,1X2,,,,4534,BFOV,,,FPA,,,,,,,,,,,59497,m:\rt\nwcs\newcastle.dwg,79EB,,,,RT,,,,,,,63238,63239,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7894,MDWS,,,,,1.25,1X1,,,,212,UD,,,FPA,,,,,,,,,,,58155,,,,,,RT,,,,,,,62236,54583,,,2013,,,CONDUIT,_no_Value,MIDWEST
7895,NWCS,,,,7300,1.25,1X1,,,,5596,BFOV,,,FPA,,,,,,,,,,,51284,m:\rt\nwcs\newcastle.dwg,9F42,,,,RT,40466,,,,,,59975,59982,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7896,NWCS,,,,6535,1.25,1X2,,,,254,BFOV,,,FPA,,,,,,,,,,,60119,m:\rt\nwcs\newcastle.dwg,2378A,,,,RT,,,,,,,63440,63442,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7899,NWCS,,,,6200,1.25,1X2,,,,146,BFOV,,,FPA,,,,,,,,,,,59948,m:\rt\nwcs\newcastle.dwg,2365B,,,,RT,,,,,,,63403,63404,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7900,NWCS,,,,1000,1.25,1X3,,,,450,BFOV,,,FPA,,,,,,,,,,,51999,m:\rt\nwcs\newcastle.dwg,BDF9,,,,RT,,,,,,,60269,60270,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7902,HLTT,,,,HULETT SOUTH,1.25,1X3,,,,232,BFOV,,,FPA,,,,,,,,,,,61212,m:\rt\hltt\hulett.dwg,F068,,,,RT,,,,,,,63560,63561,,,15,,,CONDUIT,_no_Value,HULETT
7903,NWCS,,,,,,"2""DUCT",,,,,,,,FPA,,,,,,,,,,,33970,m:\rt\nwcs\newcastle.dwg,169A3,,,,RT,15258,,,,,,,,,,,,,CONDUIT,_no_Value,NEWCASTLE
7904,NWCS,,,,,,1X4W,,,,88,BFOV,,,FPA,,,,,,,,,,,59545,m:\rt\nwcs\newcastle.dwg,11DBC,,,,RT,,,,,,,63257,43616,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7906,NWCS,,,,1323,1.25,1X2,,,,274,BFOV,,,FPA,,,,,,,,,,,51936,m:\rt\nwcs\newcastle.dwg,234FB,,,,RT,,,,,,,60211,60214,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7908,NWCS,,,,,,DUCT,,,,4,,,,FPA,,,,,,,,,,,33055,m:\rt\nwcs\newcastle.dwg,1A1A3,,,,RT,14186,,,,,,43999,,,,,,,CONDUIT,_no_Value,NEWCASTLE
7909,NWCS,,,,1000,1.25,1X3,,,,1336,BFOV,,,FPA,,,,,,,,,,,51954,m:\rt\nwcs\newcastle.dwg,281B0,,,,RT,,,,,,,60231,60232,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7910,NWCS,,,,6500,1.25,1X2,,,,156,BFOV,,,FPA,,,,,,,,,,,60012,m:\rt\nwcs\newcastle.dwg,2452A,,,,RT,,,,,,,63420,63421,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7911,NWCS,,,,3000,1.25,1X3,,,,11080,BFOV,,,FPA,,,,,,,,,,,51233,m:\rt\nwcs\newcastle.dwg,C4FD,,,,RT,40415,,,,,,59965,59966,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7912,NWCS,,,,9100,1.25,1X2,,,,110,BFOV,,,FPA,,,,,,,,,,,51946,m:\rt\nwcs\newcastle.dwg,23540,,,,RT,,,,,,,60223,60224,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7913,NWCS,,,,1030,1.25,1X2,,,,810,BFOV,,,FPA,,,,,,,,,,,59505,m:\rt\nwcs\newcastle.dwg,25CA5,,,,RT,,,,,,,63228,63254,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7914,NWCS,,,,1120,1.25,1X1,,,,1916,BFOV,,,FPA,,,,,,,,,,,59511,m:\rt\nwcs\newcastle.dwg,79F7,,,,RT,,,,,,,63241,63252,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7918,NWCS,,,,9000,1.25,1X2,,,,148,BFOV,,,FPA,,,,,,,,,,,51971,m:\rt\nwcs\newcastle.dwg,266BA,,,,RT,,,,,,,60280,60244,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7920,NWCS,,,,3400,1.25,1X3,,,,794,BFOV,,,FPA,,,,,,,,,,,59625,m:\rt\kayc\KAYCEE.dwg,11E518,,,,RT,,,,,,,63300,63301,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7921,NWCS,,,,6000,1.25,1X3,,,,154,BFOV,,,FPA,,,,,,,,,,,59808,m:\rt\nwcs\newcastle.dwg,236000,,,,RT,,,,,,,63356,63357,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7922,HLTT,,,,HULETT WEST,1.25,1X1,,,,420,BFOV,,,FPA,,,,,,,,,,,61226,m:\rt\hltt\hulett.dwg,BBE7,,,,RT,,,,,,,40135,63572,,,15,,,CONDUIT,_no_Value,HULETT
7924,NWCS,,,,3300,1.25,1X3,,,,400,BFOV,,,FPA,,,,,,,,,,,51927,m:\rt\nwcs\newcastle.dwg,1CD30,,,,RT,,,,,,,60203,60204,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7926,NWCS,,,,1000,1.25,1X3,,,,876,BFOV,,,FPA,,,,,,,,,,,51960,m:\rt\nwcs\newcastle.dwg,2657D,,,,RT,,,,,,,60237,60238,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7927,NWCS,,,,1000,1.25,1X2,,,,3866,BFOV,,,FPA,,,,,,,,,,,59495,m:\rt\nwcs\newcastle.dwg,9772,,,,RT,,,,,,,63236,63237,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7928,NWCS,,,,6900,1.25,1X2,,,,338,BFOV,,,FPA,,,,,,,,,,,60165,m:\rt\nwcs\newcastle.dwg,24A14,,,,RT,,,,,,,63453,63454,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7930,NWCS,,,,3520,1.25,1X2,,,,330,BFOV,,,FPA,,,,,,,,,,,59756,m:\rt\nwcs\newcastle.dwg,1C349,,,,RT,,,,,,,63348,63349,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7931,NWCS,,,,6000,1.25,1X2,,,,260,BFOV,,,FPA,,,,,,,,,,,59819,m:\rt\nwcs\newcastle.dwg,249FC,,,,RT,,,,,,,63366,63367,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7932,HLTT,,,,HULETT SOUTH,1.25,1X3,,,,996,BFOV,,,FPA,,,,,,,,,,,61216,m:\rt\hltt\hulett.dwg,F078,,,,RT,,,,,,,63562,63564,,,15,,,CONDUIT,_no_Value,HULETT
7933,NWCS,,,,6000,1.25,1X3,,,,962,BFOV,,,FPA,,,,,,,,,,,52009,m:\rt\nwcs\newcastle.dwg,26577,,,,RT,,,,,,,60285,60205,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7936,NWCS,,,,3325,1.25,1X2,,,,200,BFOV,,,FPA,,,,,,,,,,,51934,m:\rt\nwcs\newcastle.dwg,1CC22,,,,RT,,,,,,,60211,60212,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7937,NWCS,,,,9100,1.25,1X2,,,,504,BFOV,,,FPA,,,,,,,,,,,51986,m:\rt\nwcs\newcastle.dwg,267AA,,,,RT,,,,,,,60256,60257,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7938,MDWS,,,,RL41A/LC04101,4,2,,,,20,,,,FPA,,,,,,,,,,,38449,,,,,,RT,27270,,,,,,,,,,,,DUCT,CONDUIT,_no_Value,MIDWEST
7942,NWCS,,,,6200,1.25,1X2,,,,190,BFOV,,,FPA,,,,,,,,,,,59947,m:\rt\nwcs\newcastle.dwg,23659,,,,RT,,,,,,,63402,63403,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7943,NWCS,,,,RL15/LC00141,1.25,I1X1,,,,44,UD,,,FPA,,,,,,,,,,,34211,m:\rt\nwcs\newcastle.dwg,5859,,,,RT,15525,,,,,,,,,,,,,CONDUIT,_no_Value,NEWCASTLE
7944,NWCS,,,,6000,1.25,1X2,,,,156,BFOV,,,FPA,,,,,,,,,,,59817,m:\rt\nwcs\newcastle.dwg,24555,,,,RT,,,,,,,63364,63365,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7945,NWCS,,,,,,DUCT,,,,150,,,,FPA,,,,,,,,,,,34681,m:\rt\nwcs\newcastle.dwg,29056,,,,RT,16017,,,,,,,,,,,,,CONDUIT,_no_Value,NEWCASTLE
7946,NWCS,,,,6000,1.25,1X2,,,,258,BFOV,,,FPA,,,,,,,,,,,59812,m:\rt\nwcs\newcastle.dwg,236FA,,,,RT,,,,,,,63359,63360,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7947,NWCS,,,,9100,1.25,1X2,,,,310,BFOV,,,FPA,,,,,,,,,,,51985,m:\rt\nwcs\newcastle.dwg,2663D,,,,RT,,,,,,,60281,60256,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7948,NWCS,,,,1000,1.25,1X2,,,,3560,BFOV,,,FPA,,,,,,,,,,,59491,m:\rt\nwcs\newcastle.dwg,BF1A,,,,RT,,,,,,,63232,63233,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7950,NWCS,,,,1000,1.25,1X3,,,,722,BFOV,,,FPA,,,,,,,,,,,51119,m:\rt\nwcs\newcastle.dwg,9F07,,,,RT,40301,,,,,,59987,59920,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7952,NWCS,,,,,1.5,I1X1,,,,40,UD,,,FPA,,,,,,,,,,,32457,m:\rt\nwcs\newcastle.dwg,934B,,,,RT,13560,,,,,,,,,,,,,CONDUIT,_no_Value,NEWCASTLE
7954,NWCS,,,,3400,1.25,1X3,,,,766,BFOV,,,FPA,,,,,,,,,,,59623,m:\rt\kayc\KAYCEE.dwg,11E528,,,,RT,,,,,,,63298,63299,,,15,,,CONDUIT,_no_Value,NEWCASTLE
7955,NWCS,,,,3400,1.25,1X2,,,,228,BFOV,,,FPA,,,,,,,,,,,51939,m:\rt\nwcs\newcastle.dwg,1D012,,,,RT,,,,,,,60215,60217,,,12,,,CONDUIT,_no_Value,NEWCASTLE
7956,NWCS,,,,,4,1,,,,140,,,,FPA,,,,,,,,,,,33958,m:\rt\nwcs\newcastle.dwg,1698E,,,,RT,15246,,,,,,,,,,,,DUCT,CONDUIT,_no_Value,NEWCASTLE
7957,NWCS,,,,6000,1.25,1X3,,,,494,BFOV,,,FPA,,,,,,,,,,,59809,m:\rt\nwcs\newcastle.dwg,2360000,,,,RT,,,,,,,63357,63353,,,15,,,CONDUIT,_no_Value,NEWCASTLE
